Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Pressure,Condition
2020-10-09 11:00:00,75,59,57%,VAR,2 mph,25.64 in,Fair
2020-10-09 12:00:00,79,54,42%,NNW,3 mph,25.62 in,Fair
2020-10-09 13:00:00,77,57,50%,SW,6 mph,25.54 in,Fair
2020-10-09 14:00:00,82,57,42%,W,7 mph,25.54 in,Fair
2020-10-09 15:00:00,81,59,48%,W,7 mph,25.51 in,Fair
2020-10-09 16:00:00,79,57,47%,W,8 mph,25.51 in,Fair
2020-10-09 17:00:00,77,55,47%,W,8 mph,25.51 in,Fair
2020-10-09 18:00:00,73,57,57%,W,5 mph,25.54 in,Fair
2020-10-09 19:00:00,72,59,64%,WSW,5 mph,25.54 in,Fair
2020-10-09 20:00:00,70,64,83%,SSW,6 mph,25.56 in,Fair
2020-10-09 21:00:00,68,61,78%,ESE,3 mph,25.59 in,Fair
2020-10-09 22:00:00,66,63,88%,VAR,2 mph,25.59 in,Fair
2020-10-09 23:00:00,66,63,88%,VAR,2 mph,25.59 in,Fair
2020-10-11 00:00:00,64,61,88%,VAR,2 mph,25.56 in,Fair
2020-10-10 01:00:00,64,61,88%,E,3 mph,25.56 in,Fair
2020-10-10 02:00:00,63,61,94%,VAR,2 mph,25.56 in,Fair
2020-10-10 03:00:00,63,61,94%,VAR,2 mph,25.56 in,Fair
2020-10-10 04:00:00,63,61,94%,E,3 mph,25.56 in,Fair
2020-10-11 05:00:00,61,61,100%,VAR,2 mph,25.56 in,Fair
2020-10-10 07:00:00,61,61,100%,VAR,2 mph,25.56 in,Fair
2020-10-10 08:00:00,64,61,88%,CALM,0 mph,25.59 in,Fair
2020-10-10 09:00:00,70,64,83%,CALM,0 mph,25.62 in,Fair
2020-10-10 10:00:00,73,64,73%,CALM,0 mph,25.62 in,Fair
2020-10-10 11:00:00,77,64,65%,S,3 mph,25.59 in,Fair
2020-10-10 12:00:00,79,63,57%,SSW,3 mph,25.56 in,Fair
2020-10-10 13:00:00,84,63,48%,SW,5 mph,25.51 in,Fair
2020-10-10 14:00:00,82,61,48%,W,9 mph,25.51 in,Fair
2020-10-10 15:00:00,81,59,48%,W,12 mph,25.49 in,Fair
2020-10-10 16:00:00,79,61,54%,W,10 mph,25.46 in,Fair
2020-10-10 17:00:00,77,64,65%,W,10 mph,25.46 in,Fair
2020-10-10 18:00:00,73,64,73%,W,8 mph,25.49 in,Fair
2020-10-10 19:00:00,72,64,78%,WSW,5 mph,25.51 in,Fair
2020-10-10 20:00:00,72,66,83%,S,3 mph,25.54 in,Fair
2020-10-10 21:00:00,68,63,83%,ESE,3 mph,25.54 in,Fair
2020-10-10 22:00:00,68,63,83%,VAR,2 mph,25.56 in,Partly Cloudy
2020-10-10 23:00:00,68,64,88%,VAR,2 mph,25.56 in,Partly Cloudy
2020-10-12 00:00:00,68,64,88%,CALM,0 mph,25.56 in,Partly Cloudy
2020-10-11 01:00:00,66,64,94%,CALM,0 mph,25.54 in,Fair
2020-10-11 02:00:00,66,64,94%,VAR,2 mph,25.54 in,Fair
2020-10-11 03:00:00,64,63,94%,VAR,2 mph,25.51 in,Fair
2020-10-11 04:00:00,64,63,94%,VAR,2 mph,25.51 in,Fair
2020-10-12 05:00:00,63,63,100%,E,3 mph,25.51 in,Fair
2020-10-11 07:00:00,63,63,100%,E,3 mph,25.51 in,Fair
2020-10-11 08:00:00,66,64,94%,CALM,0 mph,25.54 in,Fair
2020-10-11 09:00:00,70,66,88%,CALM,0 mph,25.56 in,Fair
2020-10-11 10:00:00,73,66,78%,VAR,2 mph,25.56 in,Fair
2020-10-11 11:00:00,77,66,69%,VAR,2 mph,25.56 in,Fair
2020-10-11 12:00:00,81,66,61%,E,3 mph,25.54 in,Fair
2020-10-11 13:00:00,84,63,48%,VAR,2 mph,25.46 in,Partly Cloudy
2020-10-11 14:00:00,81,64,58%,W,6 mph,25.44 in,Partly Cloudy
2020-10-11 15:00:00,81,64,58%,W,9 mph,25.44 in,Partly Cloudy
2020-10-11 16:00:00,79,63,57%,WNW,10 mph,25.44 in,Partly Cloudy
2020-10-11 17:00:00,75,63,65%,W,7 mph,25.44 in,Partly Cloudy
2020-10-11 18:00:00,73,64,73%,W,5 mph,25.44 in,Partly Cloudy
2020-10-11 19:00:00,73,66,78%,WSW,5 mph,25.46 in,Partly Cloudy
2020-10-11 20:00:00,72,68,88%,SW,3 mph,25.49 in,Partly Cloudy
2020-10-11 21:00:00,70,66,88%,SSE,3 mph,25.49 in,Partly Cloudy
2020-10-11 22:00:00,70,66,88%,SSE,3 mph,25.51 in,Partly Cloudy
2020-10-11 23:00:00,68,66,94%,CALM,0 mph,25.51 in,Partly Cloudy
2020-10-13 00:00:00,68,66,94%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-12 02:00:00,66,64,94%,VAR,2 mph,25.49 in,Fair
2020-10-12 03:00:00,66,64,94%,VAR,2 mph,25.49 in,Fair
2020-10-12 04:00:00,64,64,100%,VAR,2 mph,25.49 in,Fair
2020-10-13 05:00:00,64,64,100%,VAR,2 mph,25.49 in,Fair
2020-10-12 07:00:00,64,64,100%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-12 08:00:00,66,64,94%,CALM,0 mph,25.51 in,Mostly Cloudy
2020-10-12 09:00:00,68,64,88%,CALM,0 mph,25.54 in,Mostly Cloudy
2020-10-12 10:00:00,75,66,73%,CALM,0 mph,25.54 in,Partly Cloudy
2020-10-12 11:00:00,77,66,69%,VAR,2 mph,25.54 in,Fair
2020-10-12 12:00:00,81,66,61%,SSW,3 mph,25.51 in,Fair
2020-10-12 13:00:00,82,63,51%,W,3 mph,25.44 in,Partly Cloudy
2020-10-12 14:00:00,82,66,58%,SW,7 mph,25.44 in,Partly Cloudy
2020-10-12 15:00:00,81,66,61%,W,10 mph,25.41 in,Partly Cloudy
2020-10-12 16:00:00,79,64,61%,W,8 mph,25.41 in,Partly Cloudy
2020-10-12 17:00:00,75,64,69%,W,8 mph,25.41 in,Partly Cloudy
2020-10-12 18:00:00,73,64,73%,WSW,6 mph,25.44 in,Partly Cloudy
2020-10-12 19:00:00,72,66,83%,WSW,6 mph,25.46 in,Partly Cloudy
2020-10-12 20:00:00,72,68,88%,SW,5 mph,25.49 in,Partly Cloudy
2020-10-12 21:00:00,72,68,88%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-12 22:00:00,70,68,94%,S,3 mph,25.51 in,Partly Cloudy
2020-10-12 23:00:00,70,68,94%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-14 00:00:00,70,66,88%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-13 01:00:00,70,66,88%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-13 02:00:00,68,66,94%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-13 03:00:00,68,68,100%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-13 04:00:00,68,66,94%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-14 05:00:00,68,66,94%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-13 07:00:00,68,66,94%,VAR,2 mph,25.51 in,Mostly Cloudy
2020-10-13 08:00:00,70,68,94%,CALM,0 mph,25.54 in,Fog
2020-10-13 09:00:00,72,66,83%,VAR,2 mph,25.54 in,Mostly Cloudy
2020-10-13 10:00:00,73,68,83%,NE,3 mph,25.56 in,Mostly Cloudy
2020-10-13 11:00:00,79,68,69%,E,5 mph,25.56 in,Partly Cloudy
2020-10-13 12:00:00,77,66,69%,E,5 mph,25.54 in,Mostly Cloudy
2020-10-13 13:00:00,82,64,54%,SSW,7 mph,25.49 in,Partly Cloudy
2020-10-13 14:00:00,81,61,51%,SW,10 mph,25.46 in,Partly Cloudy
2020-10-13 15:00:00,81,61,51%,SW,9 mph,25.46 in,Mostly Cloudy
2020-10-13 16:00:00,79,66,65%,W,8 mph,25.46 in,Mostly Cloudy
2020-10-13 17:00:00,75,66,73%,W,8 mph,25.46 in,Partly Cloudy
2020-10-13 18:00:00,73,66,78%,W,7 mph,25.46 in,Partly Cloudy
2020-10-13 19:00:00,72,64,78%,W,6 mph,25.49 in,Partly Cloudy
2020-10-13 20:00:00,72,66,83%,WSW,5 mph,25.51 in,Partly Cloudy
2020-10-13 21:00:00,70,66,88%,SSW,5 mph,25.54 in,Partly Cloudy
2020-10-13 22:00:00,70,66,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-13 23:00:00,68,66,94%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-15 00:00:00,68,64,88%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-14 01:00:00,68,64,88%,VAR,2 mph,25.51 in,Fair
2020-10-14 02:00:00,66,64,94%,VAR,2 mph,25.49 in,Fair
2020-10-14 03:00:00,66,64,94%,VAR,2 mph,25.51 in,Fair
2020-10-14 04:00:00,64,64,100%,VAR,2 mph,25.51 in,Fair
2020-10-15 05:00:00,64,64,100%,VAR,2 mph,25.54 in,Mostly Cloudy
2020-10-14 07:00:00,64,64,100%,CALM,0 mph,25.54 in,Mostly Cloudy
2020-10-14 08:00:00,68,66,94%,VAR,2 mph,25.56 in,Mostly Cloudy
2020-10-14 09:00:00,70,66,88%,CALM,0 mph,25.59 in,Mostly Cloudy
2020-10-14 10:00:00,72,66,83%,CALM,0 mph,25.59 in,Partly Cloudy
2020-10-14 11:00:00,77,66,69%,ESE,3 mph,25.59 in,Fair
2020-10-14 12:00:00,79,66,65%,E,3 mph,25.56 in,Fair
2020-10-14 13:00:00,82,63,51%,SW,7 mph,25.54 in,Fair
2020-10-14 14:00:00,82,66,58%,W,7 mph,25.49 in,Partly Cloudy
2020-10-14 15:00:00,81,66,61%,SW,7 mph,25.49 in,Partly Cloudy
2020-10-14 16:00:00,79,66,65%,W,6 mph,25.46 in,Partly Cloudy
2020-10-14 17:00:00,75,68,78%,W,10 mph,25.49 in,Partly Cloudy
2020-10-14 18:00:00,73,66,78%,WNW,8 mph,25.49 in,Partly Cloudy
2020-10-14 19:00:00,72,66,83%,W,7 mph,25.51 in,Partly Cloudy
2020-10-14 20:00:00,72,66,83%,WSW,3 mph,25.54 in,Partly Cloudy
2020-10-14 21:00:00,70,66,88%,CALM,0 mph,25.54 in,Fair
2020-10-14 22:00:00,68,66,94%,VAR,2 mph,25.56 in,Partly Cloudy
2020-10-14 23:00:00,68,66,94%,VAR,2 mph,25.56 in,Mostly Cloudy
2020-10-16 00:00:00,68,66,94%,VAR,2 mph,25.56 in,Partly Cloudy
2020-10-15 01:00:00,66,64,94%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-15 02:00:00,66,64,94%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-15 03:00:00,66,64,94%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-15 04:00:00,64,64,100%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-16 05:00:00,64,64,100%,VAR,2 mph,25.56 in,Partly Cloudy
2020-10-15 07:00:00,64,64,100%,VAR,2 mph,25.56 in,Fog
2020-10-15 08:00:00,66,64,94%,VAR,2 mph,25.59 in,Fog
2020-10-15 09:00:00,68,66,94%,SSE,2 mph,25.59 in,Fog
2020-10-15 10:00:00,73,68,83%,CALM,0 mph,25.59 in,Partly Cloudy
2020-10-15 11:00:00,77,68,74%,VAR,2 mph,25.59 in,Fair
2020-10-15 12:00:00,81,63,54%,S,3 mph,25.56 in,Fair
2020-10-15 13:00:00,84,61,45%,SSW,6 mph,25.51 in,Partly Cloudy
2020-10-15 14:00:00,82,64,54%,W,8 mph,25.49 in,Fair
2020-10-15 15:00:00,81,63,54%,WSW,8 mph,25.46 in,Fair
2020-10-15 16:00:00,77,64,65%,W,8 mph,25.46 in,Fair
2020-10-15 17:00:00,75,66,73%,WSW,8 mph,25.46 in,Fair
2020-10-15 18:00:00,73,63,69%,W,8 mph,25.49 in,Fair
2020-10-15 19:00:00,72,63,73%,W,6 mph,25.51 in,Fair
2020-10-15 20:00:00,72,63,73%,WSW,5 mph,25.54 in,Fair
2020-10-15 21:00:00,70,66,88%,VAR,2 mph,25.54 in,Fair
2020-10-15 22:00:00,66,64,94%,E,3 mph,25.54 in,Fair
2020-10-15 23:00:00,66,63,88%,ESE,3 mph,25.54 in,Fair
2020-10-17 00:00:00,66,63,88%,VAR,2 mph,25.54 in,Fair
2020-10-16 01:00:00,66,63,88%,VAR,2 mph,25.51 in,Fair
2020-10-16 02:00:00,66,64,94%,VAR,2 mph,25.51 in,Fair
2020-10-16 03:00:00,64,63,94%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-16 04:00:00,64,63,94%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-17 05:00:00,64,63,94%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-16 07:00:00,64,63,94%,VAR,2 mph,25.54 in,Mostly Cloudy
2020-10-16 08:00:00,64,63,94%,SSE,3 mph,25.56 in,Mostly Cloudy
2020-10-16 09:00:00,70,64,83%,CALM,0 mph,25.56 in,Partly Cloudy
2020-10-16 10:00:00,72,63,73%,CALM,0 mph,25.59 in,Fair
2020-10-16 11:00:00,75,64,69%,N,2 mph,25.59 in,Fair
2020-10-16 12:00:00,79,64,61%,WSW,3 mph,25.59 in,Fair
2020-10-16 13:00:00,82,55,39%,WSW,5 mph,25.51 in,Fair
2020-10-16 14:00:00,82,59,45%,W,6 mph,25.49 in,Fair
2020-10-16 15:00:00,82,57,42%,W,8 mph,25.46 in,Partly Cloudy
2020-10-16 16:00:00,79,57,47%,W,9 mph,25.46 in,Fair
2020-10-16 17:00:00,77,61,57%,W,8 mph,25.46 in,Fair
2020-10-16 18:00:00,73,64,73%,W,8 mph,25.46 in,Fair
2020-10-16 19:00:00,72,66,83%,WSW,5 mph,25.49 in,Fair
2020-10-16 20:00:00,72,66,83%,W,3 mph,25.51 in,Fair
2020-10-16 21:00:00,70,63,78%,E,3 mph,25.51 in,Fair
2020-10-16 22:00:00,68,63,83%,ENE,3 mph,25.54 in,Fair
2020-10-16 23:00:00,68,64,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-18 00:00:00,68,63,83%,CALM,0 mph,25.54 in,Mostly Cloudy
2020-10-17 01:00:00,66,63,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-17 02:00:00,66,61,83%,VAR,2 mph,25.54 in,Mostly Cloudy
2020-10-17 03:00:00,66,61,83%,VAR,2 mph,25.54 in,Mostly Cloudy
2020-10-17 04:00:00,64,57,77%,VAR,2 mph,25.54 in,Mostly Cloudy
2020-10-18 05:00:00,64,57,77%,VAR,2 mph,25.54 in,Mostly Cloudy
2020-10-17 07:00:00,63,57,82%,VAR,2 mph,25.56 in,Mostly Cloudy
2020-10-17 08:00:00,64,55,73%,VAR,2 mph,25.59 in,Partly Cloudy
2020-10-17 09:00:00,68,57,68%,CALM,0 mph,25.59 in,Partly Cloudy
2020-10-17 10:00:00,73,63,69%,VAR,2 mph,25.59 in,Fair
2020-10-17 11:00:00,77,64,65%,ESE,3 mph,25.59 in,Fair
2020-10-17 12:00:00,79,63,57%,SSE,3 mph,25.56 in,Fair
2020-10-17 13:00:00,82,52,35%,NNW,5 mph,25.51 in,Fair
2020-10-17 14:00:00,84,54,35%,SW,6 mph,25.49 in,Fair
2020-10-17 15:00:00,84,55,37%,W,5 mph,25.46 in,Fair
2020-10-17 16:00:00,79,57,47%,W,8 mph,25.46 in,Fair
2020-10-17 17:00:00,75,61,61%,W,3 mph,25.46 in,Fair
2020-10-17 18:00:00,73,64,73%,WSW,5 mph,25.49 in,Partly Cloudy
2020-10-17 19:00:00,72,64,78%,SSW,5 mph,25.49 in,Partly Cloudy
2020-10-17 20:00:00,72,64,78%,SSW,5 mph,25.51 in,Partly Cloudy
2020-10-17 21:00:00,70,66,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-17 22:00:00,68,64,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-17 23:00:00,68,64,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-19 00:00:00,68,64,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-18 01:00:00,66,64,94%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-18 02:00:00,66,64,94%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-18 03:00:00,66,63,88%,VAR,2 mph,25.54 in,Partly Cloudy
2020-10-18 04:00:00,64,63,94%,SSE,3 mph,25.54 in,Partly Cloudy
2020-10-19 05:00:00,64,63,94%,CALM,0 mph,25.54 in,Partly Cloudy
2020-10-18 07:00:00,63,63,100%,CALM,0 mph,25.54 in,Partly Cloudy
2020-10-18 08:00:00,64,63,94%,ESE,3 mph,25.56 in,Partly Cloudy
2020-10-18 09:00:00,68,64,88%,CALM,0 mph,25.59 in,Fair
2020-10-18 10:00:00,73,64,73%,VAR,2 mph,25.59 in,Fair
2020-10-18 11:00:00,77,64,65%,VAR,2 mph,25.59 in,Fair
2020-10-18 12:00:00,81,59,48%,SSE,6 mph,25.56 in,Fair
2020-10-18 13:00:00,82,57,42%,E,3 mph,25.51 in,Fair
2020-10-18 14:00:00,82,59,45%,SW,8 mph,25.49 in,Fair
2020-10-18 15:00:00,81,64,58%,SSW,12 mph,25.49 in,Fair
2020-10-18 16:00:00,79,63,57%,SW,10 mph,25.46 in,Fair
2020-10-18 17:00:00,75,64,69%,SW,7 mph,25.49 in,Partly Cloudy
2020-10-18 18:00:00,73,66,78%,WSW,7 mph,25.49 in,Mostly Cloudy
2020-10-18 19:00:00,72,64,78%,SW,5 mph,25.51 in,Mostly Cloudy
2020-10-18 20:00:00,70,63,78%,SSW,6 mph,25.54 in,Partly Cloudy
2020-10-18 21:00:00,68,64,88%,S,5 mph,25.54 in,Fair
2020-10-18 22:00:00,68,64,88%,CALM,0 mph,25.54 in,Fair
2020-10-18 23:00:00,66,64,94%,E,3 mph,25.54 in,Fair
2020-10-20 00:00:00,66,64,94%,VAR,2 mph,25.54 in,Fair
2020-10-19 01:00:00,66,64,94%,CALM,0 mph,25.54 in,Fair
2020-10-19 02:00:00,66,64,94%,SSE,3 mph,25.54 in,Fair
2020-10-19 03:00:00,64,63,94%,SSE,0 mph,25.51 in,Fair
2020-10-19 04:00:00,64,63,94%,CALM,0 mph,25.51 in,Fair
2020-10-20 05:00:00,63,63,100%,E,3 mph,25.54 in,Fair
2020-10-19 07:00:00,63,63,100%,E,3 mph,25.54 in,Fair
2020-10-19 08:00:00,63,63,100%,VAR,2 mph,25.56 in,Partly Cloudy
2020-10-19 09:00:00,68,64,88%,VAR,2 mph,25.59 in,Fair
2020-10-19 10:00:00,72,64,78%,VAR,2 mph,25.59 in,Mostly Cloudy
2020-10-19 11:00:00,75,64,69%,SSW,5 mph,25.59 in,Partly Cloudy
2020-10-19 12:00:00,79,64,61%,S,3 mph,25.56 in,Partly Cloudy
2020-10-19 13:00:00,81,61,51%,SSE,7 mph,25.49 in,Fair
2020-10-19 14:00:00,81,61,51%,S,7 mph,25.46 in,Partly Cloudy
2020-10-19 15:00:00,79,61,54%,SW,9 mph,25.44 in,Partly Cloudy
2020-10-19 16:00:00,75,64,69%,W,10 mph,25.46 in,Partly Cloudy
2020-10-19 17:00:00,73,66,78%,W,6 mph,25.46 in,Mostly Cloudy
2020-10-19 18:00:00,72,64,78%,W,8 mph,25.46 in,Mostly Cloudy
2020-10-19 19:00:00,72,64,78%,W,7 mph,25.46 in,Mostly Cloudy
2020-10-19 20:00:00,70,66,88%,W,6 mph,25.49 in,Mostly Cloudy
2020-10-19 21:00:00,70,66,88%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-19 22:00:00,68,66,94%,VAR,2 mph,25.49 in,Partly Cloudy
2020-10-19 23:00:00,68,64,88%,VAR,2 mph,25.51 in,Mostly Cloudy
2020-10-21 00:00:00,64,63,94%,E,5 mph,25.51 in,Fair
2020-10-20 01:00:00,66,64,94%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-20 02:00:00,66,64,94%,SSE,3 mph,25.51 in,Mostly Cloudy
2020-10-20 03:00:00,64,63,94%,S,2 mph,25.51 in,Mostly Cloudy
2020-10-20 04:00:00,64,64,100%,VAR,2 mph,25.51 in,Mostly Cloudy
2020-10-21 05:00:00,64,63,94%,CALM,0 mph,25.51 in,Mostly Cloudy
2020-10-20 07:00:00,66,64,94%,E,3 mph,25.51 in,Mostly Cloudy
2020-10-20 08:00:00,66,64,94%,E,3 mph,25.54 in,Fog
2020-10-20 09:00:00,70,64,83%,VAR,2 mph,25.56 in,Fog
2020-10-20 10:00:00,72,64,78%,CALM,0 mph,25.56 in,Mostly Cloudy
2020-10-20 11:00:00,75,66,73%,VAR,2 mph,25.54 in,Fair
2020-10-20 12:00:00,79,63,57%,SW,2 mph,25.54 in,Partly Cloudy
2020-10-20 13:00:00,79,63,57%,WSW,6 mph,25.49 in,Partly Cloudy
2020-10-20 14:00:00,79,63,57%,W,7 mph,25.46 in,Partly Cloudy
2020-10-20 15:00:00,79,63,57%,SW,8 mph,25.46 in,Partly Cloudy
2020-10-20 16:00:00,75,63,65%,SW,12 mph,25.46 in,Partly Cloudy
2020-10-20 17:00:00,73,63,69%,SW,12 mph,25.49 in,Partly Cloudy
2020-10-20 18:00:00,72,63,73%,SW,10 mph,25.49 in,Mostly Cloudy
2020-10-20 19:00:00,70,63,78%,SW,8 mph,25.51 in,Mostly Cloudy
2020-10-20 20:00:00,68,63,83%,SW,7 mph,25.54 in,Mostly Cloudy
2020-10-20 21:00:00,68,63,83%,SSW,8 mph,25.56 in,Mostly Cloudy
2020-10-20 22:00:00,66,63,88%,SSW,3 mph,25.56 in,Mostly Cloudy
2020-10-20 23:00:00,66,63,88%,SSE,5 mph,25.59 in,Partly Cloudy
2020-10-22 00:00:00,64,63,94%,SSW,3 mph,25.59 in,Partly Cloudy
2020-10-21 01:00:00,63,59,88%,SW,3 mph,25.59 in,Fair
2020-10-21 02:00:00,63,61,94%,VAR,2 mph,25.56 in,Fair
2020-10-21 03:00:00,63,59,88%,VAR,2 mph,25.56 in,Fair
2020-10-21 04:00:00,63,61,94%,VAR,2 mph,25.56 in,Fair
2020-10-22 05:00:00,61,59,94%,VAR,2 mph,25.56 in,Fair
2020-10-21 07:00:00,61,59,94%,SSE,3 mph,25.56 in,Partly Cloudy
2020-10-21 08:00:00,63,61,94%,VAR,2 mph,25.59 in,Fog
2020-10-21 09:00:00,66,61,83%,CALM,0 mph,25.59 in,Fog
2020-10-21 10:00:00,70,63,78%,E,3 mph,25.59 in,Fair
2020-10-21 11:00:00,73,63,69%,E,3 mph,25.59 in,Fair
2020-10-21 12:00:00,75,61,61%,NW,3 mph,25.56 in,Fair
2020-10-21 13:00:00,79,61,54%,W,7 mph,25.51 in,Fair
2020-10-21 14:00:00,77,59,54%,W,8 mph,25.49 in,Fair
2020-10-21 15:00:00,77,61,57%,W,7 mph,25.49 in,Fair
2020-10-21 16:00:00,75,61,61%,W,7 mph,25.49 in,Fair
2020-10-21 17:00:00,72,61,69%,W,6 mph,25.49 in,Fair
2020-10-21 18:00:00,70,63,78%,WSW,6 mph,25.51 in,Fair
2020-10-21 19:00:00,70,63,78%,WSW,5 mph,25.51 in,Fair
2020-10-21 20:00:00,68,63,83%,SSW,3 mph,25.54 in,Fair
2020-10-21 21:00:00,66,63,88%,S,3 mph,25.56 in,Fair
2020-10-21 22:00:00,66,61,83%,S,3 mph,25.56 in,Fair
2020-10-21 23:00:00,64,61,88%,S,3 mph,25.56 in,Partly Cloudy
2020-10-23 00:00:00,64,61,88%,VAR,2 mph,25.56 in,Partly Cloudy
2020-10-22 01:00:00,63,61,94%,VAR,2 mph,25.54 in,Fair
2020-10-22 02:00:00,63,61,94%,VAR,2 mph,25.54 in,Fair
2020-10-22 03:00:00,61,59,94%,SSE,3 mph,25.51 in,Fair
2020-10-22 04:00:00,61,61,100%,ESE,3 mph,25.51 in,Fair
2020-10-23 05:00:00,59,59,100%,ESE,3 mph,25.51 in,Fair
2020-10-22 07:00:00,59,59,100%,VAR,2 mph,25.51 in,Fog
2020-10-22 08:00:00,61,61,100%,CALM,0 mph,25.54 in,Fog
2020-10-22 09:00:00,66,63,88%,VAR,2 mph,25.54 in,Fog
2020-10-22 10:00:00,70,63,78%,VAR,2 mph,25.54 in,Fog
2020-10-22 11:00:00,72,63,73%,S,3 mph,25.54 in,Fair
2020-10-22 12:00:00,75,61,61%,WSW,3 mph,25.51 in,Fair
2020-10-22 13:00:00,77,59,54%,WSW,3 mph,25.46 in,Fair
2020-10-22 14:00:00,77,61,57%,W,9 mph,25.46 in,Fair
2020-10-22 15:00:00,75,61,61%,W,9 mph,25.46 in,Fair
2020-10-22 16:00:00,73,63,69%,WSW,7 mph,25.46 in,Partly Cloudy
2020-10-22 17:00:00,72,64,78%,W,6 mph,25.46 in,Partly Cloudy
2020-10-22 18:00:00,70,63,78%,SW,5 mph,25.49 in,Partly Cloudy
2020-10-22 19:00:00,68,64,88%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-22 20:00:00,68,64,88%,SSW,6 mph,25.51 in,Mostly Cloudy
2020-10-22 21:00:00,66,64,94%,SW,3 mph,25.54 in,Partly Cloudy
2020-10-22 22:00:00,68,64,88%,W,3 mph,25.54 in,Mostly Cloudy
2020-10-22 23:00:00,66,64,94%,CALM,0 mph,25.54 in,Mostly Cloudy
2020-10-24 00:00:00,66,63,88%,S,3 mph,25.51 in,Mostly Cloudy
2020-10-23 01:00:00,66,63,88%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-23 02:00:00,64,63,94%,VAR,2 mph,25.49 in,Mostly Cloudy
2020-10-23 03:00:00,63,61,94%,S,3 mph,25.49 in,Mostly Cloudy
2020-10-23 04:00:00,63,61,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2020-10-24 05:00:00,63,59,88%,VAR,2 mph,25.46 in,Mostly Cloudy
2020-10-23 07:00:00,63,61,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2020-10-23 08:00:00,63,61,94%,CALM,0 mph,25.49 in,Fog
2020-10-23 09:00:00,66,61,83%,CALM,0 mph,25.51 in,Fog
2020-10-23 10:00:00,68,63,83%,CALM,0 mph,25.51 in,Partly Cloudy
2020-10-23 11:00:00,72,61,69%,VAR,2 mph,25.51 in,Partly Cloudy
2020-10-23 12:00:00,75,61,61%,VAR,2 mph,25.49 in,Haze
2020-10-23 13:00:00,77,57,50%,W,10 mph,25.46 in,Fair
2020-10-23 14:00:00,77,57,50%,W,12 mph,25.44 in,Fair
2020-10-23 15:00:00,73,54,50%,W,9 mph,25.44 in,Fair
2020-10-23 16:00:00,73,55,53%,W,8 mph,25.41 in,Partly Cloudy
2020-10-23 17:00:00,72,55,57%,W,10 mph,25.44 in,Fair
2020-10-23 18:00:00,70,57,64%,W,6 mph,25.46 in,Partly Cloudy
2020-10-23 19:00:00,68,59,73%,W,5 mph,25.49 in,Fair
2020-10-23 20:00:00,66,61,83%,SSW,3 mph,25.49 in,Fair
2020-10-23 21:00:00,63,61,94%,E,5 mph,25.51 in,Fair
2020-10-23 22:00:00,63,59,88%,E,3 mph,25.51 in,Fair
2020-10-23 23:00:00,63,59,88%,E,3 mph,25.51 in,Fair
2020-10-25 00:00:00,61,59,94%,VAR,2 mph,25.49 in,Fair
2020-10-24 01:00:00,61,59,94%,CALM,0 mph,25.49 in,Fair
2020-10-24 02:00:00,61,57,88%,SE,3 mph,25.46 in,Fair
2020-10-24 03:00:00,59,57,94%,ESE,3 mph,25.46 in,Fair
2020-10-24 04:00:00,59,57,94%,VAR,2 mph,25.46 in,Fair
2020-10-25 05:00:00,57,57,100%,VAR,2 mph,25.49 in,Fair
2020-10-24 07:00:00,57,57,100%,E,3 mph,25.49 in,Fair
